PaymentDate,VendorName,PaymentAmount,Fund,FundDescription,Center,CenterName,Account,AccountName,FiscalYear,AccountingPeriod
3/27/2018 0:00,SALT RIVER PROJECT                           ,2826.65,410,CIP TRANSPORTATION PRIVILEGE TAX ,TB57A,HAYDEN/THOMAS SAFETY IMP           ,56084,CONT - STREETS                     ,2018,9
3/27/2018 0:00,SHAMROCK FOODS COMPANY                       ,689.29,280,SPECIAL PROGRAMS,25494,MCCORMICK RR PK/REV FACILITIES OPER,53101,FOOD PURCHASED FOR RESALE          ,2018,9
3/27/2018 0:00,SIGLER                                       ,129.01,100,GENERAL,20905,HVAC MAINTENANCE                   ,53790,"MAT TO MAINT & REPAIR MACH, EQUIP  ",2018,9
3/27/2018 0:00,STRATUS AUDIO INC                            ,179.67,100,GENERAL,1080,COURT                              ,52170,COURT REPORTERS/TRANSCRIPTION SERV ,2018,9
3/27/2018 0:00,TEL TECH NETWORKS INC                        ,26752.21,100,GENERAL,22000,OFFICE OF THE FIRE CHIEF           ,52190,OTHER PROFESSIONAL SERVICES        ,2018,9
3/27/2018 0:00,TEL TECH NETWORKS INC                        ,8103.28,400,CIP GENERAL,YE07A,IT - NETWORK INFRASTRUCTURE        ,56030,BLDG - BLDG MAINTENANCE & REPAIRS  ,2018,9
3/27/2018 0:00,TESTAMERICA LABORATORIES INC                 ,200,603,WATER RECLAMATION,29470,WATER RECLAMATION LABORATORY       ,52151,LABORATORY TESTING                 ,2018,9
3/27/2018 0:00,THE AARONS COMPANY LLC                       ,4300,100,GENERAL,1115,GOVERNMENTAL RELATIONS             ,52130,CONSULTANTS                        ,2018,9
3/27/2018 0:00,THE LAW OFFICE OF ALEXANDER Y BENIKOV        ,400,100,GENERAL,1080,COURT                              ,52141,PUBLIC DEFENDER SERVICES           ,2018,9
3/27/2018 0:00,THE MERCER GROUP INC                         ,150,100,GENERAL,27401,STAFFING SERVICES                  ,52255,RECRUITMENT REIMBURSEMENTS AND PAYM,2018,9
3/27/2018 0:00,THERMO FLUIDS INC                            ,80,700,FLEET MANAGEMENT,20706,FLEET MANAGEMENT OPERATIONS        ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,9
3/27/2018 0:00,TORI WEST                                    ,177.54,100,GENERAL,25455,ADULT SPORTS PROGRAMS              ,52190,OTHER PROFESSIONAL SERVICES        ,2018,9
3/27/2018 0:00,TRAFFICADE                                   ,1837.37,600,WATER,29201,WATER DISTRIBUTION                 ,52590,OTHER RENTALS                      ,2018,9
3/27/2018 0:00,ULINE                                        ,178.23,100,GENERAL,27210,STORES *06/18                      ,53090,OTHER OPERATING SUPPLIES           ,2018,9
3/27/2018 0:00,UNITED FIRE                                  ,116.96,100,GENERAL,22035,FIRE RESOURCE MANAGEMENT           ,53050,CLOTHING & PERSONAL PROTECT EQUIP  ,2018,9
3/27/2018 0:00,UNIVERSAL POLICE SUPPLY COMPANY              ,351.33,100,GENERAL,22607,RESOURCE MANAGEMENT                ,53050,CLOTHING & PERSONAL PROTECT EQUIP  ,2018,9
3/27/2018 0:00,VWR INTERNATIONAL LLC                        ,725.83,603,WATER RECLAMATION,29380,WATER CAMPUS WATER RECLAMATION PLNT,53042,TREATMENT LAB SUPPLIES             ,2018,9
3/27/2018 0:00,WEST COAST TURF                              ,510.24,100,GENERAL,25401,CIVIC CENTER COMPLEX               ,53010,AGRICULTURE & HORTICULTURE SUPPLY  ,2018,9
3/27/2018 0:00,WESTERN ENVIRONMENTAL EQUIPMENT CO           ,7500.59,603,WATER RECLAMATION,29480,STORMWATER QUALITY PERMIT          ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,9
3/27/2018 0:00,WESTERN ENVIRONMENTAL EQUIPMENT CO           ,4404.4,603,WATER RECLAMATION,29480,STORMWATER QUALITY PERMIT          ,53794,MAT TO MAINT AND REPAIR MECH SYS   ,2018,9
3/27/2018 0:00,WW WILLIAMS                                  ,415.69,700,FLEET MANAGEMENT,20706,FLEET MANAGEMENT OPERATIONS        ,52365,"MAINTENANCE, VEH REP/ACCIDENTS     ",2018,9
3/28/2018 0:00,ADP INTERPRETING LLC                         ,150,100,GENERAL,1080,COURT                              ,52170,COURT REPORTERS/TRANSCRIPTION SERV ,2018,9
3/28/2018 0:00,AMERICAN DRY CLEANERS                        ,73.6,280,SPECIAL PROGRAMS,1081,COURT ENHANCEMENT                  ,52380,UNIFORM CLEANING                   ,2018,9
3/28/2018 0:00,ARIZONA DEPARTMENT OF PUBLIC SAFETY          ,22,100,GENERAL,23510,TAX AND LICENSE ADMINISTRATION     ,52190,OTHER PROFESSIONAL SERVICES        ,2018,9
3/28/2018 0:00,ARIZONA DEPARTMENT OF PUBLIC SAFETY          ,22,100,GENERAL,23510,TAX AND LICENSE ADMINISTRATION     ,52190,OTHER PROFESSIONAL SERVICES        ,2018,9
3/28/2018 0:00,ARIZONA DEPARTMENT OF PUBLIC SAFETY          ,110,100,GENERAL,23510,TAX AND LICENSE ADMINISTRATION     ,52190,OTHER PROFESSIONAL SERVICES        ,2018,9
3/28/2018 0:00,ARIZONA DEPARTMENT OF WATER RESOURCES        ,2000,600,WATER,29110,ENGINEERING/ADMIN - WATER          ,52190,OTHER PROFESSIONAL SERVICES        ,2018,9
3/28/2018 0:00,ARIZONA RENTALS                              ,304.08,100,GENERAL,22000,OFFICE OF THE FIRE CHIEF           ,52890,OTHER CONTRACTUAL SERVICES         ,2018,9
3/28/2018 0:00,ARIZONA RENTALS                              ,2872.47,650,SOLID WASTE MANAGEMENT,20543,SPECIAL EVENTS-RES                 ,52590,OTHER RENTALS                      ,2018,9
3/28/2018 0:00,AT&T                                         ,175,100,GENERAL,22433,TACTICAL OPERATIONS                ,52226,SPECIALTY LINES - COMMUNICATIONS   ,2018,9
3/28/2018 0:00,AZTEC ENGINEERING GROUP INC                  ,4646,410,CIP TRANSPORTATION PRIVILEGE TAX ,YD21A,NEIGHBORHOOD TRAFFIC MGMT PROGRAM  ,56047,DSGN - ENGINEERING SERVICES        ,2018,9
3/28/2018 0:00,AZTEC ENGINEERING GROUP INC                  ,7028,602,CIP WATER,WB77B,WATER DISTRIBUTION SYSTEM IMPROV   ,56053,DSGN - WATER - DISTRIBUTION SYSTEM ,2018,9
3/28/2018 0:00,BALFOUR BEATTY CONSTRUCTION LLC              ,36769.02,446,2015 GO BONDS Q5-PUBLIC SAFETY-FIRE,BC05A,FIRE STATION 605 RENOVATION        ,56082,CONT - BUILDINGS                   ,2018,9
3/28/2018 0:00,CARUSO TURLEY SCOTT INC                      ,2560,200,TRANSPORTATION,20909,UTILITIES - MEDIAN & RIGHT OF WAY  ,52110,ARCHITECTURAL AND ENGINEERING      ,2018,9
3/28/2018 0:00,CHARLES TAYLOR                               ,540,100,GENERAL,25451,LEISURE EDUCATION PROGRAMS         ,52190,OTHER PROFESSIONAL SERVICES        ,2018,9
3/28/2018 0:00,CHRISTMAS LIGHT DECORATORS                   ,78979.28,100,GENERAL,21701,DOWNTOWN/CULTURAL PROGRAMS         ,52890,OTHER CONTRACTUAL SERVICES         ,2018,9
3/28/2018 0:00,COX COMMUNICATIONS PHOENIX                   ,69,100,GENERAL,25301,VISTA DEL CAMINO SOCIAL SERVICE CTR,52226,SPECIALTY LINES - COMMUNICATIONS   ,2018,9
3/28/2018 0:00,DAVIS MAGIC LLC                              ,700,280,SPECIAL PROGRAMS,25689,LIBRARY SPONSORSHIPS               ,52190,OTHER PROFESSIONAL SERVICES        ,2018,9
3/28/2018 0:00,DELMAR BEENE                                 ,120,100,GENERAL,25455,ADULT SPORTS PROGRAMS              ,52190,OTHER PROFESSIONAL SERVICES        ,2018,9
3/28/2018 0:00,EMS MAINTENANCE SERVICE INC                  ,27882.8,100,GENERAL,20902,CONTRACT ADMINISTRATION            ,52157,CUSTODIAL SERVICES                 ,2018,9
3/28/2018 0:00,ESCRIBERS LLC                                ,342.25,100,GENERAL,27401,STAFFING SERVICES                  ,52170,COURT REPORTERS/TRANSCRIPTION SERV ,2018,9
3/28/2018 0:00,EWING IRRIGATION PRODUCTS                    ,126.27,100,GENERAL,25428,MAINTENANCE-HORIZON PARK           ,53770,MTRS TO MAINT & REPAIR BLDS & IMPR ,2018,9
3/28/2018 0:00,HERC RENTALS INC                             ,916.3,200,TRANSPORTATION,20810,GRADING AND DRAINAGE               ,52560,MACHINERY & EQUIPMENT RENT         ,2018,9
3/28/2018 0:00,HERC RENTALS INC                             ,916.3,600,WATER,29260,CHAPARRAL WATER TREATMENT PLANT    ,52560,MACHINERY & EQUIPMENT RENT         ,2018,9
3/28/2018 0:00,HOLLY STREET STUDIO LLC                      ,14640.85,285,TOURISM DEVELOPMENT,2174A,STRATEGIC PLANNING -YEAR 4         ,52890,OTHER CONTRACTUAL SERVICES         ,2018,9
3/28/2018 0:00,JAN LAWTON                                   ,420,100,GENERAL,25451,LEISURE EDUCATION PROGRAMS         ,52190,OTHER PROFESSIONAL SERVICES        ,2018,9
3/28/2018 0:00,KELLY AANENSON                               ,700,280,SPECIAL PROGRAMS,25396,VIA LINDA SENIOR CONTRIBUTIONS     ,52190,OTHER PROFESSIONAL SERVICES        ,2018,9
3/28/2018 0:00,KIMLEY HORN AND ASSOCIATES INC               ,568.11,602,CIP WATER,WB78B,MASTER PLAN - WATER                ,56057,DSGN - WATER - OTHER               ,2018,9
3/28/2018 0:00,KIMLEY HORN AND ASSOCIATES INC               ,568.12,605,CIP WATER RECLAMATION,VB70A,MASTER PLAN WATER RECLAMATION      ,56065,DSGN - WWATER - OTHER              ,2018,9
3/28/2018 0:00,KJZZ KBAQ                                    ,1150,230,GRANTS,36815,FOOTPRINTS ON THE DESERT           ,52185,ADVERTISING                        ,2018,9
3/28/2018 0:00,MARICOPA COUNTY ENVIRONMENTAL SVCS DEPT      ,19935,600,WATER,29400,WATER QUALITY SERVICES ADMIN       ,52875,LICENSES & PERMITS                 ,2018,9
3/28/2018 0:00,MEDTOX LABORATORIES                          ,2969.1,100,GENERAL,27401,STAFFING SERVICES                  ,52150,MEDICAL SERVICES                   ,2018,9
3/28/2018 0:00,MERCHANT FIREARMS                            ,2384.86,280,SPECIAL PROGRAMS,22310,POLICE DPT OFFICER SAFETY EQUIPMENT,53080,AMMUNITION AND WEAPONS             ,2018,9
3/28/2018 0:00,OCCUPATIONAL HEALTH CTRS OF THE SOUTHWEST PA ,219,100,GENERAL,22102,INTERNAL AFFAIRS                   ,52150,MEDICAL SERVICES                   ,2018,9
3/28/2018 0:00,OCCUPATIONAL HEALTH CTRS OF THE SOUTHWEST PA ,104,100,GENERAL,27401,STAFFING SERVICES                  ,52150,MEDICAL SERVICES                   ,2018,9
3/28/2018 0:00,PITNEY BOWES PRESORT SERVICES INC            ,716.3,100,GENERAL,27230,MAIL *06/18                        ,52210,POSTAGE AND SHIPPING               ,2018,9
3/28/2018 0:00,POSTMASTER                                   ,3932.46,100,GENERAL,25000,COMMUNITY SERVICES PLANNING & ADMIN,52210,POSTAGE AND SHIPPING               ,2018,9
3/28/2018 0:00,POWER PRODUCT SERVICES INC                   ,4400.83,100,GENERAL,27502,PUBLIC SAFETY RADIO                ,53090,OTHER OPERATING SUPPLIES           ,2018,9
3/28/2018 0:00,PREMIER ENGINEERING CORP                     ,2975,410,CIP TRANSPORTATION PRIVILEGE TAX ,TD01A,DOWNTOWN SIDEWALK IMPROVEMENTS     ,56047,DSGN - ENGINEERING SERVICES        ,2018,9
3/28/2018 0:00,RED WING SHOE COMPANY INC                    ,125,700,FLEET MANAGEMENT,20706,FLEET MANAGEMENT OPERATIONS        ,53050,CLOTHING & PERSONAL PROTECT EQUIP  ,2018,9
3/28/2018 0:00,ROUNDABOUTS & TRAFFIC ENGINEERING            ,25398,410,CIP TRANSPORTATION PRIVILEGE TAX ,SC02B,RAINTREE DR: HAYDEN RD TO LOOP 101 ,56047,DSGN - ENGINEERING SERVICES        ,2018,9
3/28/2018 0:00,RTW MANAGEMENT                               ,47100.48,200,TRANSPORTATION,21111,TROLLEY - MILLER ROUTE             ,52863,TROLLEY CONTRACTS                  ,2018,9
3/28/2018 0:00,RTW MANAGEMENT                               ,33115.14,200,TRANSPORTATION,21112,TROLLEY - DOWNTOWN ROUTE           ,52863,TROLLEY CONTRACTS                  ,2018,9
3/28/2018 0:00,RTW MANAGEMENT                               ,79722.48,200,TRANSPORTATION,21113,TROLLEY - NEIGHBORHOOD ROUTE       ,52863,TROLLEY CONTRACTS                  ,2018,9
3/28/2018 0:00,RTW MANAGEMENT                               ,25889.88,200,TRANSPORTATION,21114,TROLLEY-CAMELBACK ROUTE            ,52863,TROLLEY CONTRACTS                  ,2018,9
3/28/2018 0:00,SAFELITE AUTOGLASS                           ,270,700,FLEET MANAGEMENT,20706,FLEET MANAGEMENT OPERATIONS        ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,9
3/28/2018 0:00,SCHOLASTIC INC                               ,425.97,280,SPECIAL PROGRAMS,25690,LIBRARY BOOK SALES                 ,53030,EDUCATION & RECREATION SUPPLIES    ,2018,9
3/28/2018 0:00,SHIELD SCREENING                             ,1428.35,100,GENERAL,27401,STAFFING SERVICES                  ,52190,OTHER PROFESSIONAL SERVICES        ,2018,9
3/28/2018 0:00,SIGMA ALDRICH INC                            ,352.86,603,WATER RECLAMATION,29470,WATER RECLAMATION LABORATORY       ,53040,CHEMICALS & LABORATORY SUPPLIES    ,2018,9
3/28/2018 0:00,SIMPLOT PARTNERS                             ,6066.57,100,GENERAL,25404,PROFESSIONAL BASEBALL              ,53010,AGRICULTURE & HORTICULTURE SUPPLY  ,2018,9
3/28/2018 0:00,SIMPLOT PARTNERS                             ,7801.99,458,PRESERVE TAX '04-LAND & IMPRVMTS,PB52A,"RESTORE,HABITAT,FIRE/SAFTY IMP     ",56090,CONT - LANDSCAPING                 ,2018,9
3/28/2018 0:00,SPEEDIE AND ASSOCIATES                       ,296.5,200,TRANSPORTATION,20840,ASPHALT & MAINTENANCE              ,52110,ARCHITECTURAL AND ENGINEERING      ,2018,9
3/28/2018 0:00,SPEEDIE AND ASSOCIATES                       ,3942.5,400,CIP GENERAL,FB50B,GRANITE REEF WATERSHED             ,56085,CONT - STORM DRAINS                ,2018,9
3/28/2018 0:00,SPEEDIE AND ASSOCIATES                       ,918,410,CIP TRANSPORTATION PRIVILEGE TAX ,TB63A,CROSSCUT CANAL BRIDGE & PATH       ,56086,CONT - OTHER                       ,2018,9
3/28/2018 0:00,SPEEDIE AND ASSOCIATES                       ,2290,446,2015 GO BONDS Q5-PUBLIC SAFETY-FIRE,BC02A,FIRE STATION 613 CONSTRUCTION      ,56082,CONT - BUILDINGS                   ,2018,9
3/28/2018 0:00,TOMS CAMPERLAND                              ,1596.11,700,FLEET MANAGEMENT,20720,VEHICLE ACQUISITIONS               ,53025,FURNITURE & MINOR EQUIPMENT        ,2018,9
3/28/2018 0:00,URS CORPORATION                              ,1257.49,410,CIP TRANSPORTATION PRIVILEGE TAX ,YD28A,BIKEWAYS PROGRAM                   ,56047,DSGN - ENGINEERING SERVICES        ,2018,9
3/28/2018 0:00,US CUSTOMS AND BORDER PROTECTION             ,591.65,640,AVIATION,21900,AVIATION                           ,52826,INTERGOVERNMENTAL PAYMENTS         ,2018,9
3/29/2018 0:00,ACTON MOBILE                                 ,391.29,642,CIP AIRPORT,AB59A,AIRPORT TERMINAL AREA RDVLOPMENT PR,56029,BLDG - RELOCATION SERVICES         ,2018,9
3/29/2018 0:00,ANTON SPORT                                  ,3092.05,650,SOLID WASTE MANAGEMENT,20542,BRUSH SERVICES-RES                 ,53050,CLOTHING & PERSONAL PROTECT EQUIP  ,2018,9
3/29/2018 0:00,APS                                          ,1647.77,600,WATER,29200,WATER SERVICES ADMINISTRATION      ,52711,ELECTRIC                           ,2018,9
3/29/2018 0:00,APS                                          ,59682.65,600,WATER,29221,CAP TREATMENT PLANT                ,52711,ELECTRIC                           ,2018,9
3/29/2018 0:00,APS                                          ,52183.04,600,WATER,29255,ARSENIC TREATMENT FACILITIES       ,52711,ELECTRIC                           ,2018,9
3/29/2018 0:00,APS                                          ,261980.15,600,WATER,29275,BOOSTER STATIONS                   ,52711,ELECTRIC                           ,2018,9
3/29/2018 0:00,APS                                          ,95832.54,600,WATER,29280,WELL SITES                         ,52711,ELECTRIC                           ,2018,9
3/29/2018 0:00,APS                                          ,1001.3,600,WATER,29530,UTILITIES MAINTENANCE - WATER      ,52711,ELECTRIC                           ,2018,9
3/29/2018 0:00,APS                                          ,86587.39,603,WATER RECLAMATION,29321,SEWER SYSTEM                       ,52711,ELECTRIC                           ,2018,9
3/29/2018 0:00,APS                                          ,143600.91,603,WATER RECLAMATION,29380,WATER CAMPUS WATER RECLAMATION PLNT,52711,ELECTRIC                           ,2018,9
3/29/2018 0:00,APS                                          ,75793.47,603,WATER RECLAMATION,29381,ADVANCED WATER TREATMENT PLANT     ,52711,ELECTRIC                           ,2018,9
3/29/2018 0:00,APS                                          ,53538.48,604,RWDS,29601,RECLAIMED WATER DISTRIBUTION       ,52711,ELECTRIC                           ,2018,9
3/29/2018 0:00,APS                                          ,14062.67,607,IRRIGATION WATER DISTRIBUTION SYSTEM,29603,IRRIGATION WATER DISTRIBUTION SYSM ,52711,ELECTRIC                           ,2018,9
3/29/2018 0:00,APS                                          ,5197.19,608,MCDOWELL MOUNTAIN GOLF RECHARGE,29606,WESTWORLD GOLF RECHARGE            ,52711,ELECTRIC                           ,2018,9
3/29/2018 0:00,APS                                          ,8037.98,612,GAINEY RANCH WWTP,29607,GAINEY RANCH WATER RECLAMATION     ,52711,ELECTRIC                           ,2018,9
3/29/2018 0:00,AZ CUSTOM BOTTLED WATER                      ,2310.83,100,GENERAL,22035,FIRE RESOURCE MANAGEMENT           ,53090,OTHER OPERATING SUPPLIES           ,2018,9
3/29/2018 0:00,CAVINESS CONSTRUCTION OR JAMES CAVINESS      ,18,100,GENERAL,21220,PERMIT SERVICES - ONE STOP SHOP    ,52830,RECORDING FEES                     ,2018,9
3/29/2018 0:00,CITY OF PHOENIX                              ,27.04,600,WATER,29280,WELL SITES                         ,53070,PURCHASED WATER                    ,2018,9
3/29/2018 0:00,DAIKIN APPLIED AMERICAS INC                  ,2485,100,GENERAL,20905,HVAC MAINTENANCE                   ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,9
3/29/2018 0:00,DH PACE COMPANY INC                          ,4381.13,100,GENERAL,20902,CONTRACT ADMINISTRATION            ,52330,"MAINTENANCE, BUILDINGS & STRUCTURE ",2018,9
3/29/2018 0:00,DH PACE COMPANY INC                          ,1316.98,100,GENERAL,20910,WESTWORLD TNEC EXPANSION           ,52330,"MAINTENANCE, BUILDINGS & STRUCTURE ",2018,9
3/29/2018 0:00,ENTERPRISE FM TRUST                          ,34587.37,100,GENERAL,22607,RESOURCE MANAGEMENT                ,52560,MACHINERY & EQUIPMENT RENT         ,2018,9
3/29/2018 0:00,ESCRIBERS LLC                                ,289.25,100,GENERAL,25400,PARKS & RECREATION PLANNING & ADMIN,52190,OTHER PROFESSIONAL SERVICES        ,2018,9
3/29/2018 0:00,FARO TECHNOLOGIES INC                        ,2020,100,GENERAL,22426,CRIME SCENE PROCESSING             ,52350,SOFTWARE MAINT & LICENSING         ,2018,9
3/29/2018 0:00,FARO TECHNOLOGIES INC                        ,4280,100,GENERAL,22426,CRIME SCENE PROCESSING             ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,9
3/29/2018 0:00,FIRE SECURITY ELECTRONICS & COMMUNICATIONS IN,16650.19,400,CIP GENERAL,YE01A,FACILITIES RPR AND MAINT PGM       ,56082,CONT - BUILDINGS                   ,2018,9
3/29/2018 0:00,FIRETROL PROTECTION SYSTEMS INC              ,2118.61,100,GENERAL,20902,CONTRACT ADMINISTRATION            ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,9
3/29/2018 0:00,FIRST LEGAL NETWORK LLC                      ,131,100,GENERAL,1051,PROSECUTION                        ,52170,COURT REPORTERS/TRANSCRIPTION SERV ,2018,9
3/29/2018 0:00,GHD INC                                      ,21215.2,602,CIP WATER,WB76B,BOOSTER STATION UPGRADES           ,56052,DSGN - WATER - BOOSTER STATION     ,2018,9
3/29/2018 0:00,GHD INC                                      ,15919.25,602,CIP WATER,WB77B,WATER DISTRIBUTION SYSTEM IMPROV   ,56054,DSGN - WATER - STORAGE RESERVOIR   ,2018,9
3/29/2018 0:00,NAUMANN HOBBS MATERIAL HANDLING              ,298.91,100,GENERAL,22427,PROPERTY AND EVIDENCE              ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,9
3/29/2018 0:00,NORTHLAND INVESTIGATIONS LLC                 ,1000,100,GENERAL,22604,POLICE BACKGROUND INVESTIGATIONS   ,52190,OTHER PROFESSIONAL SERVICES        ,2018,9
3/29/2018 0:00,REFRIGERATION SUPPLIES DISTRIBUTOR           ,547.02,100,GENERAL,20905,HVAC MAINTENANCE                   ,53790,"MAT TO MAINT & REPAIR MACH, EQUIP  ",2018,9
3/29/2018 0:00,SOUTHWEST AVIAN SOLUTIONS LLC                ,173.25,100,GENERAL,20902,CONTRACT ADMINISTRATION            ,52330,"MAINTENANCE, BUILDINGS & STRUCTURE ",2018,9
3/29/2018 0:00,THOMSON REUTERS - WEST                       ,3930.33,100,GENERAL,1050,CIVIL DIVISION                     ,52810,SUBSCRIPTIONS - LIBRARY            ,2018,9
3/29/2018 0:00,THOMSON REUTERS - WEST                       ,3930.34,100,GENERAL,1051,PROSECUTION                        ,52810,SUBSCRIPTIONS - LIBRARY            ,2018,9
3/29/2018 0:00,THOMSON REUTERS - WEST                       ,792.65,100,GENERAL,1080,COURT                              ,52800,SUBSCRIPTIONS & MEMBERSHIPS        ,2018,9
3/29/2018 0:00,UNIFIRST CORPORATION                         ,35.58,100,GENERAL,25400,PARKS & RECREATION PLANNING & ADMIN,52380,UNIFORM CLEANING                   ,2018,9
3/29/2018 0:00,UNIVERSAL FOG SYSTEMS INC                    ,470.64,100,GENERAL,20902,CONTRACT ADMINISTRATION            ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,9
3/29/2018 0:00,WELLS FARGO                                  ,124.38,100,GENERAL,22430,PROPERTY CRIMES                    ,52226,SPECIALTY LINES - COMMUNICATIONS   ,2018,9
3/30/2018 0:00,A RAZORS EDGE                                ,280,700,FLEET MANAGEMENT,20706,FLEET MANAGEMENT OPERATIONS        ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,9
3/30/2018 0:00,ACE AUTO COLLISION & PAINTING SERVICES INC   ,3256.63,700,FLEET MANAGEMENT,20706,FLEET MANAGEMENT OPERATIONS        ,52365,"MAINTENANCE, VEH REP/ACCIDENTS     ",2018,9
3/30/2018 0:00,ACE UNIFORMS OF PHOENIX                      ,125,100,GENERAL,22607,RESOURCE MANAGEMENT                ,53050,CLOTHING & PERSONAL PROTECT EQUIP  ,2018,9
3/30/2018 0:00,AIMS COMPANIES                               ,2365,200,TRANSPORTATION,20810,GRADING AND DRAINAGE               ,52390,MISC MAINTENANCE AND REPAIR        ,2018,9
3/30/2018 0:00,AIR COLD SUPPLY OR WESTER AIR SUPPLY         ,828.63,100,GENERAL,20905,HVAC MAINTENANCE                   ,53790,"MAT TO MAINT & REPAIR MACH, EQUIP  ",2018,9
3/30/2018 0:00,ALL CITY TOWING                              ,250,100,GENERAL,22012,FIRE TRAINING & DEVELOPMENT        ,52590,OTHER RENTALS                      ,2018,9
3/30/2018 0:00,ALL CITY TOWING                              ,1779,700,FLEET MANAGEMENT,20706,FLEET MANAGEMENT OPERATIONS        ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,9
3/30/2018 0:00,AMERICAN DRY CLEANERS                        ,28,100,GENERAL,1080,COURT                              ,52380,UNIFORM CLEANING                   ,2018,9
3/30/2018 0:00,AMERICAN DRY CLEANERS                        ,41.4,100,GENERAL,22035,FIRE RESOURCE MANAGEMENT           ,52380,UNIFORM CLEANING                   ,2018,9
3/30/2018 0:00,AMERICAN INSPECTION & TEST INC               ,650,100,GENERAL,25410,MAINTENANCE - FOUNTAINS & AQUATICS ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,9
3/30/2018 0:00,AMERICAN REFRIGERATION SUPPLIES INC          ,219.27,100,GENERAL,20905,HVAC MAINTENANCE                   ,53790,"MAT TO MAINT & REPAIR MACH, EQUIP  ",2018,9
3/30/2018 0:00,ANCO SANITATION SYSTEMS INC                  ,657.66,100,GENERAL,25403,STADIUM OPERATIONS                 ,52190,OTHER PROFESSIONAL SERVICES        ,2018,9
3/30/2018 0:00,ARIZONA GAME AND FISH DEPARTMENT             ,3742.2,100,GENERAL,25100,PRESERVE PLANNING & ADMINISTRATION ,52190,OTHER PROFESSIONAL SERVICES        ,2018,9
3/30/2018 0:00,ARIZONA POLICE PSYCHOLOGY PLLC               ,285,100,GENERAL,22403,POLICE CRISIS INTERVENTION         ,52190,OTHER PROFESSIONAL SERVICES        ,2018,9
3/30/2018 0:00,ARIZONA PROPANE                              ,49.83,200,TRANSPORTATION,20810,GRADING AND DRAINAGE               ,53740,STREET MAINTENANCE MATERIALS       ,2018,9
3/30/2018 0:00,ARIZONA SPRAY EQUIPMENT                      ,198.57,100,GENERAL,25401,CIVIC CENTER COMPLEX               ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,9
3/30/2018 0:00,ARRINGTON WATKINS ARCHITECTS LLC             ,9237.5,400,CIP GENERAL,BB52A,FIRE STATION 613 DESIGN            ,56049,DSGN - ARCHITECTURAL SERVICES      ,2018,9
3/30/2018 0:00,ASIFLEX                                      ,1105.34,100,GENERAL,27422,FLEXIBLE SPENDING ACCT ADMIN FEES  ,52421,ADMINISTRATIVE FEES                ,2018,9
3/30/2018 0:00,AZ CUSTOM BOTTLED WATER                      ,2599.69,100,GENERAL,22035,FIRE RESOURCE MANAGEMENT           ,53090,OTHER OPERATING SUPPLIES           ,2018,9
3/30/2018 0:00,AZ PARTY MART                                ,169,280,SPECIAL PROGRAMS,25494,MCCORMICK RR PK/REV FACILITIES OPER,53100,INVENTORY PURCHASED FOR RESALE     ,2018,9
3/30/2018 0:00,BAKER & TAYLOR LLC                           ,8661.65,100,GENERAL,25602,LIBRARY OPERATIONS                 ,53600,LIBRARY MATERIALS                  ,2018,9
3/30/2018 0:00,BAKER & TAYLOR LLC                           ,988.09,280,SPECIAL PROGRAMS,25693,LIBRARY ENDOWMENT TRUST            ,53600,LIBRARY MATERIALS                  ,2018,9
3/30/2018 0:00,BENTLEY DEITER                               ,160,100,GENERAL,25456,CLUB SAR FITNESS CENTER            ,52190,OTHER PROFESSIONAL SERVICES        ,2018,9
3/30/2018 0:00,BERGE FORD                                   ,300.91,700,FLEET MANAGEMENT,20706,FLEET MANAGEMENT OPERATIONS        ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,9
3/30/2018 0:00,BORDER STATES ELECTRIC SUPPLY                ,943.02,100,GENERAL,20903,ELECTRICAL  MAINTENANCE            ,53770,MTRS TO MAINT & REPAIR BLDS & IMPR ,2018,9
3/30/2018 0:00,BORDER STATES ELECTRIC SUPPLY                ,146.01,100,GENERAL,20910,WESTWORLD TNEC EXPANSION           ,53770,MTRS TO MAINT & REPAIR BLDS & IMPR ,2018,9
3/30/2018 0:00,BRIGITTE YANCY INTERNATIONAL LLC             ,273,715,BENEFITS SELF INSURANCE,27436,LIVE LIFE WELL PROGRAM             ,52421,ADMINISTRATIVE FEES                ,2018,9
3/30/2018 0:00,BRODART CO                                   ,48.33,100,GENERAL,25602,LIBRARY OPERATIONS                 ,53600,LIBRARY MATERIALS                  ,2018,9
